24161098	F(x)_(band)	20	5.0
6841878	2012_Africa_Cup_of_Nations	20	5.0
2114223	University_of_North_Texas_Health_Science_Center	21	5.0
27720802	Just_Dance_3	21	5.0
6479315	Shakira	16	4.979166666666667
29446774	21_(Adele_album)	27	4.971153846153846
34214923	Ben_Breedlove	15	4.96
400738	Mila_Kunis	21	4.9523809523809526
445359	Australian_Cattle_Dog	18	4.944444444444445
26258348	2012_Formula_One_season	63	4.940476190476191
108956	Washington,_D.C.	65	4.9140625
159172	Iron_Maiden	32	4.904761904761905
7819615	Luis_Suárez	20	4.882352941176471
61279	John_Wayne_Gacy	48	4.869109947643979
21472333	List_of_Kid_vs._Kat_episodes	32	4.8671875
52726	Green_Day	15	4.816326530612245
59627	Columbine_High_School_massacre	26	4.8076923076923075
34787508	Vicky_Donor	16	4.796875
9288	Elvis_Presley	15	4.794871794871795
5092756	List_of_Top_Gear_episodes	18	4.779411764705882
29075630	The_Dark_Knight_Rises	43	4.7696969696969695
22235555	Sanaya_Irani	18	4.764705882352941
8209	Doctor_Who	20	4.764705882352941
15043	International_Space_Station	15	4.7592592592592595
33428103	Up_All_Night_(One_Direction_album)	46	4.7569060773480665
26152387	European_sovereign-debt_crisis	15	4.754385964912281
32611343	Bigg_Boss_5	36	4.753246753246753
22114132	The_Avengers_(2012_film)	44	4.74251497005988
25001260	Transformers:_Dark_of_the_Moon	17	4.7384615384615385
17914	Ludwig_van_Beethoven	15	4.733333333333333
23270459	Inception	15	4.732142857142857
2179398	Bear_Grylls	18	4.709090909090909
2350760	Black_mamba	17	4.703125
29265	Serbia	29	4.699115044247788
2110323	Rihanna	34	4.697247706422019
29177750	Dota_2	30	4.693693693693693
86665	Jim_Carrey	17	4.68
33193485	MTV_Roadies_(season_9)	17	4.679245283018868
29812	The_Beatles	41	4.673611111111111
18646	Linkin_Park	22	4.666666666666667
12520860	Demi_Lovato	24	4.662337662337662
483360	Jared_Leto	17	4.639344262295082
31941988	Harry_Potter_and_the_Deathly_Hallows_–_Part_2	23	4.630952380952381
31307575	Singham	17	4.620689655172414
143377	Ted_Bundy	22	4.613636363636363
32776481	Aziz_Shavershian	20	4.606060606060606
4489	Breast	16	4.60377358490566
30596699	The_Glee_Project	31	4.598290598290598
31775043	Prometheus_(film)	16	4.590163934426229
3383	Brazil	16	4.573770491803279
3747	Bill_Gates	21	4.571428571428571
32295361	Rowdy_Rathore	17	4.568965517241379
1092923	Google	30	4.552631578947368
13736167	Paul_McCartney	17	4.547169811320755
21473	Nikola_Tesla	16	4.546875
32817449	Hurricane_Irene	28	4.546296296296297
6678	Cat	15	4.538461538461538
2150841	Lionel_Messi	26	4.528735632183908
32632203	Cameron_Mitchell_(singer)	16	4.526315789473684
33221871	Kindle_Fire	15	4.511111111111111
9228	Earth	26	4.509615384615385
62676	WWE	29	4.5046728971962615
2182477	UEFA_Euro_2012	23	4.493670886075949
31883240	Nyan_Cat	17	4.492307692307692
4119832	Anna_Hazare	31	4.48936170212766
16100029	Novak_Djokovic	23	4.488095238095238
27814100	Angry_Birds	25	4.4868421052631575
30828858	Foster_the_People	19	4.483333333333333
31890084	Iss_Pyaar_Ko_Kya_Naam_Doon?	70	4.481617647058823
9236	Evolution	20	4.48
28689382	My_Little_Pony:_Friendship_Is_Magic	51	4.476439790575916
277289	Wind_power	21	4.475
5119376	John_F._Kennedy	16	4.473684210526316
25572145	Master_Cleanse	17	4.470588235294118
26413	Real_Madrid_C.F.	19	4.470588235294118
31429006	2011_Indian_anti-corruption_movement	17	4.461538461538462
16027	J._K._Rowling	16	4.448275862068965
32020458	Housefull_2	19	4.446808510638298
3284182	List_of_spells_in_Harry_Potter	19	4.442622950819672
13645	Horse	16	4.440677966101695
32200077	Nothing_but_the_Beat	17	4.4375
29838	The_Simpsons	21	4.4375
31439778	Gangs_of_Wasseypur_-_Part_1	28	4.433962264150943
3415	Bulgaria	16	4.433333333333334
26720712	List_of_Ben_10:_Ultimate_Alien_episodes	18	4.432835820895522
15316430	Kahaani	25	4.428571428571429
33645	Blog	15	4.425
22823014	The_Vampire_Diaries	15	4.414634146341464
13049327	Men_in_Black_3	18	4.412698412698413
29688374	Galileo_Galilei	16	4.409836065573771
32844266	2011_Virginia_earthquake	32	4.408
11269605	The_Big_Bang_Theory	19	4.402985074626866
14533	India	39	4.402777777777778
69058	List_of_countries_by_population	18	4.394366197183099
13889171	List_of_Young_Dracula_episodes	15	4.388888888888889
11867	Germany	22	4.3882352941176475
19379	Mohandas_Karamchand_Gandhi	27	4.384615384615385
